,Return,Sequence,Label,Time
7722,0.17710976,17,0,10:04
8139,-0.363949895,17,0,10:04
8152,-0.869271438,17,0,10:04
8668,-0.7194613,17,0,10:04
8815,-0.10593811,17,0,10:04
9354,0.006397134,17,0,10:04
9926,0.307667957,17,0,10:04
10069,-0.323092122,17,0,10:04
10516,0.543941077,17,0,10:04
10558,0.068474739,17,0,10:04
10664,0.36394139,17,0,10:04
10824,-0.316500797,17,0,10:04
10922,0.236911905,17,0,10:04
11118,0.984552708,17,0,10:04
11238,-0.363222269,17,0,10:04
11368,-0.333199159,17,0,10:04
11641,-0.054331216,17,0,10:04
11964,-0.462286024,17,0,10:04
12399,-0.21617806,17,0,10:04
12650,-0.207739667,17,0,10:04
12777,-0.071936098,17,0,10:04
12988,-0.275646664,17,0,10:04
13074,0.499611413,17,0,10:04
13632,-1.088844784,17,0,10:04
13661,0.346730686,17,0,10:04
13713,0.078781588,17,0,10:04
14165,0.503391433,17,0,10:04
14296,-0.045458678,17,0,10:04
14702,0.165075377,17,0,10:04
14843,0.745446031,17,0,10:04
15057,0.25443547,17,0,10:04
15075,-0.611325194,17,0,10:04
15212,1.216907859,17,0,10:04
15293,0.086630195,17,0,10:04
15869,-0.061686509,17,0,10:04
15874,-0.328180496,17,0,10:04
16056,0.00977326,17,0,10:04
16227,0.13713848,17,0,10:04
16274,1.184677292,17,0,10:04
16334,0.020152225,17,0,10:04
16345,-0.198228495,17,0,10:04
16352,-0.565572365,17,0,10:04
16369,0.245954693,17,0,10:04
17043,0.506876406,17,0,10:04
17117,1.155921531,17,0,10:04
17864,-0.134193766,17,0,10:04
18000,0.119349851,17,0,10:04
18113,-0.671431067,17,0,10:04
18151,0.317564345,17,0,10:04
18748,0.023425042,17,0,10:04
18793,0.060671084,17,0,10:04
18878,0.158194909,17,0,10:04
19075,0.020181404,17,0,10:04
19186,-0.325781683,17,0,10:04
19242,-0.013826956,17,0,10:04
19351,0.824041988,17,0,10:04
19466,0.513792702,17,0,10:04
19740,-0.412650602,17,0,10:04
19812,-0.321968391,17,0,10:04
19926,-0.202396099,17,0,10:04
20085,0.045743957,17,0,10:04
20167,-0.646427476,17,0,10:04
20240,-0.565285886,17,0,10:04
20301,-0.872245008,17,0,10:04
20796,0.351148906,17,0,10:04
20895,0.735557487,17,0,10:04
21058,-0.33524441,17,0,10:04
21528,0.227607444,17,0,10:04
21626,0.206244405,17,0,10:04
21840,0.312477856,17,0,10:04
21882,-0.042491714,17,0,10:04
22025,0.342590571,17,0,10:04
22044,-0.474506779,17,0,10:04
22204,0.558866324,17,0,10:04
22390,-0.064391245,17,0,10:04
22720,-0.574635674,17,0,10:04
22915,0.023762907,17,0,10:04
23074,0.3734111,17,0,10:04
23501,-0.540090563,17,0,10:04
23602,0.011852894,17,0,10:04
23639,0.437227531,17,0,10:04
23886,-0.038642102,17,0,10:04
24015,-0.506291846,17,0,10:04
24362,0.315993531,17,0,10:04
24807,-0.455459157,17,0,10:04
24986,0,17,0,10:04
24989,0.475892811,17,0,10:04
25132,0.154904126,17,0,10:04
25842,0.873331671,17,0,10:04
25890,-0.439699802,17,0,10:04
25910,0.423814026,17,0,10:04
25924,0.351284468,17,0,10:04
26000,-0.276601987,17,0,10:04
26481,0.150050752,17,0,10:04
26599,0.660127613,17,0,10:04
26671,-0.093225784,17,0,10:04
26897,-0.436934098,17,0,10:04
26933,0.215268019,17,0,10:04
27051,-1.280738628,17,0,10:04
27250,-0.732724768,17,0,10:04
27531,-0.118982244,17,0,10:04
27571,0.886773049,17,0,10:04
28572,-0.75354858,17,0,10:04
28729,0.301195399,17,0,10:04
28831,0.307830692,17,0,10:04
28928,-0.253432568,17,0,10:04
29506,-0.421077542,17,0,10:04
29999,-0.605805965,17,0,10:04
30476,0.785497606,17,0,10:04
30645,0.304060936,17,0,10:04
31012,1.248260148,17,0,10:04
31118,0.717795838,17,0,10:04
31240,0.946429922,17,0,10:04
31314,0.580042407,17,0,10:04
31545,0.09344115,17,0,10:04
31665,0.190467525,17,0,10:04
32168,0.118595226,17,0,10:04
32227,0.336798557,17,0,10:04
32263,0.42597571,17,0,10:04
32473,-0.28741945,17,0,10:04
33373,-0.344877558,17,0,10:04
33451,0.293804105,17,0,10:04
33521,0.42699006,17,0,10:04
33650,0.652817556,17,0,10:04
33660,-0.774500928,17,0,10:04
33866,0.314108085,17,0,10:04
33985,0.190375874,17,0,10:04
34198,0.795506456,17,0,10:04
34645,-0.234213368,17,0,10:04
34850,0.357232651,17,0,10:04
34982,0.060116798,17,0,10:04
35169,0.218184678,17,0,10:04
35915,-0.983997829,17,0,10:04
35949,-0.339827293,17,0,10:04
36066,-1.253760624,17,0,10:04
36166,0.201367781,17,0,10:04
36550,-0.634504204,17,0,10:04
36678,-0.738586569,17,0,10:04
37655,-0.237058561,17,0,10:04
37700,0.474739655,17,0,10:04
37819,0.22318538,17,0,10:04
38190,-0.644723926,17,0,10:04
38633,-0.107505805,17,0,10:04
38828,-1.285592463,17,0,10:04
38866,0.635582917,17,0,10:04
38981,0.83722207,17,0,10:04
39098,-1.508579233,17,0,10:04
39214,-0.131953791,17,0,10:04
39293,0.247051848,17,0,10:04
39308,-1.033910565,17,0,10:04
39661,0.058158505,17,0,10:04
39721,-0.059676312,17,0,10:04
39963,-0.793609837,17,0,10:04
40468,-0.445252484,17,0,10:04
41267,-0.389826453,17,0,10:04
41278,-0.4544965,17,0,10:04
41285,-0.396025015,17,0,10:04
41499,0.70636859,17,0,10:04
41558,-1.038153992,17,0,10:04
41953,-0.912183784,17,0,10:04
41981,0.158562092,17,0,10:04
42017,-0.069019623,17,0,10:04
42164,0.089181587,17,0,10:04
42262,-0.61020912,17,0,10:04
42389,0.823836993,17,0,10:04
42413,0.77764476,17,0,10:04
42737,0.512339584,17,0,10:04
42977,0.193941275,17,0,10:04
43235,0.054152513,17,0,10:04
43384,0.518903857,17,0,10:04
43459,0.279799725,17,0,10:04
43469,0.393246266,17,0,10:04
44031,0.937379374,17,0,10:04
44261,0,17,0,10:04
44851,0.281117044,17,0,10:04
45282,-0.156942393,17,0,10:04
45645,0.130775812,17,0,10:04
45713,-0.569905322,17,0,10:04
45998,-0.44037494,17,0,10:04
46280,-0.185846036,17,0,10:04
46337,0.550774527,17,0,10:04
46501,-0.164987488,17,0,10:04
46599,0.393859876,17,0,10:04
46638,0.063372948,17,0,10:04
47094,0.29797243,17,0,10:04
47557,-0.17839251,17,0,10:04
47794,0.625010575,17,0,10:04
48148,-1.405275424,17,0,10:04
48459,0.198240015,17,0,10:04
48600,-0.551477438,17,0,10:04
48692,-0.474994291,17,0,10:04
48707,-0.133414653,17,0,10:04
49016,-0.347394541,17,0,10:04
49180,1.357116966,17,0,10:04
49330,0.700286052,17,0,10:04
49658,-0.232873599,17,0,10:04
49838,-0.063383629,17,0,10:04
49900,-0.048324742,17,0,10:04
49994,0.628405695,17,0,10:04
50546,-0.016697503,17,0,10:04
51379,-0.171715977,17,0,10:04
51485,-0.125230708,17,0,10:04
51892,-0.202657053,17,0,10:04
52010,0.004884013,17,0,10:04
52517,0.492026833,17,0,10:04
52535,-0.217418752,17,0,10:04
53516,0.503050428,17,0,10:04
54182,0.622322254,17,0,10:04
54358,-0.599565252,17,0,10:04
54842,0.175095803,17,0,10:04
55141,0.155682408,17,0,10:04
55170,0.257845689,17,0,10:04
55196,0.416870531,17,0,10:04
55503,-0.601755417,17,0,10:04
55617,-0.299790716,17,0,10:04
55631,-0.831066139,17,0,10:04
55651,0.250556555,17,0,10:04
55782,0.916036405,17,0,10:04
55938,0.605490324,17,0,10:04
55986,0.694473352,17,0,10:04
56007,-0.650899968,17,0,10:04
56032,-0.163501689,17,0,10:04
56152,-0.602396184,17,0,10:04
56158,-0.282674378,17,0,10:04
56362,-0.392490752,17,0,10:04
56540,-0.690802739,17,0,10:04
56628,-1.467385895,17,0,10:04
56716,0,17,0,10:04
57307,0.399413811,17,0,10:04
57480,0.072750625,17,0,10:04
57519,-0.063297373,17,0,10:04
57554,0.546189801,17,0,10:04
57611,-0.099451362,17,0,10:04
57659,1.378609637,17,0,10:04
57791,0.223835343,17,0,10:04
87572,-0.352290254,17,0,10:04
87804,-1.093394393,17,0,10:04
87880,-0.925872769,17,0,10:04
87910,-0.354806473,17,0,10:04
87982,0.850195494,17,0,10:04
88318,0.06449432,17,0,10:04
88345,-0.789544999,17,0,10:04
88366,1.068530207,17,0,10:04
88887,1.083566664,17,0,10:04
88912,0.101087227,17,0,10:04
89009,1.104338306,17,0,10:04
89169,-0.39387198,17,0,10:04
89520,-0.462716337,17,0,10:04
89528,0.48820602,17,0,10:04
89604,0.85169056,17,0,10:04
89777,-0.299765278,17,0,10:04
90028,-0.064356341,17,0,10:04
90180,-0.315109784,17,0,10:04
90409,0.466238794,17,0,10:04
92110,0.065365456,17,0,10:04
92274,0.087827156,17,0,10:04
92417,0.091393094,17,0,10:04
92463,-0.517599928,17,0,10:04
92802,0.154423119,17,0,10:04
93349,0.047934826,17,0,10:04
93371,0.259582617,17,0,10:04
93461,-0.542334647,17,0,10:04
93625,-0.039795617,17,0,10:04
94085,-0.170020943,17,0,10:04
94195,-0.224724263,17,0,10:04
94589,-0.00917347,17,0,10:04
94662,-1.229236418,17,0,10:04
95090,-0.058882145,17,0,10:04
95121,0.73023758,17,0,10:04
95352,-0.069038025,17,0,10:04
95892,-1.148673431,17,0,10:04
96070,0.247611209,17,0,10:04
96189,0.746878663,17,0,10:04
96767,0.386247975,17,0,10:04
96834,-0.095051784,17,0,10:04
97088,-0.078343593,17,0,10:04
97100,-0.050226017,17,0,10:04
97306,0.370927318,17,0,10:04
97323,-0.416709669,17,0,10:04
97472,-1.084785701,17,0,10:04
97706,0.658964137,17,0,10:04
97860,-1.334682742,17,0,10:04
98250,0,17,0,10:04
98321,0.850228713,17,0,10:04
98972,0.17577815,17,0,10:04
99341,0.399860918,17,0,10:04
99736,0.917435375,17,0,10:04
99741,-0.007925791,17,0,10:04
99859,0.355483335,17,0,10:04
100006,0.092850511,17,0,10:04
100095,-0.114083616,17,0,10:04
100543,1.064079964,17,0,10:04
101091,0.634010769,17,0,10:04
101190,-0.14267682,17,0,10:04
101467,-0.070871262,17,0,10:04
101502,-0.355293979,17,0,10:04
101586,-0.284460895,17,0,10:04
101617,-0.001647353,17,0,10:04
101861,0.567443196,17,0,10:04
101878,0.684555287,17,0,10:04
101986,-1.572775391,17,0,10:04
102046,0.58304435,17,0,10:04
102259,-0.491856698,17,0,10:04
102591,0.167829697,17,0,10:04
102604,-0.253649377,17,0,10:04
102882,0.012727651,17,0,10:04
102913,1.2924392,17,0,10:04
102942,0.020303248,17,0,10:04
103005,-0.193517409,17,0,10:04
103036,-0.013947911,17,0,10:04
103118,0.467587359,17,0,10:04
103213,-0.180204411,17,0,10:04
103293,-0.233401055,17,0,10:04
103485,1.30354391,17,0,10:04
103534,-0.280120451,17,0,10:04
103613,0.563337101,17,0,10:04
103882,-1.044589232,17,0,10:04
103965,-0.349760524,17,0,10:04
104239,0,17,0,10:04
104283,-0.434590466,17,0,10:04
104363,-0.571172969,17,0,10:04
104390,0.509170478,17,0,10:04
104673,-0.060081735,17,0,10:04
104711,-0.567674731,17,0,10:04
104892,0.035380203,17,0,10:04
105004,-1.126683112,17,0,10:04
105050,-0.205019655,17,0,10:04
105121,-0.077379191,17,0,10:04
105194,0.365353638,17,0,10:04
105374,-0.848291498,17,0,10:04
105408,-0.191115355,17,0,10:04
105890,-0.192813121,17,0,10:04
106140,0.260942315,17,0,10:04
106170,1.694744239,17,0,10:04
106487,-0.029420202,17,0,10:04
106770,-0.395484592,17,0,10:04
106835,0.368423802,17,0,10:04
171,-0.100797138,18,0,10:06
282,0,18,0,10:06
290,0.0282874,18,0,10:06
410,-0.110788179,18,0,10:06
418,-0.147684184,18,0,10:06
446,-0.068835758,18,0,10:06
505,-0.323350119,18,0,10:06
719,0.124549728,18,0,10:06
787,0.507442958,18,0,10:06
919,0.777958708,18,0,10:06
1325,0.300383852,18,0,10:06
1548,0.030052215,18,0,10:06
2143,0.233495275,18,0,10:06
2256,0.132967194,18,0,10:06
2395,-0.320474853,18,0,10:06
2637,-0.36565406,18,0,10:06
2869,-0.396385502,18,0,10:06
2874,-0.598855176,18,0,10:06
2912,-0.172658796,18,0,10:06
3387,0.735520823,18,0,10:06
3446,0.623825107,18,0,10:06
4147,0.592885323,18,0,10:06
4679,-0.381159768,18,0,10:06
4843,0.035636591,18,0,10:06
4939,-0.102351842,18,0,10:06
5080,0.108550662,18,0,10:06
5174,-1.101423412,18,0,10:06
5228,0.434266469,18,0,10:06
5340,-0.124513619,18,0,10:06
5388,-0.131279033,18,0,10:06
5502,-0.691282378,18,0,10:06
5608,0.197011638,18,0,10:06
5703,-0.163522662,18,0,10:06
5820,-0.054090171,18,0,10:06
5976,0.596260738,18,0,10:06
6291,0.027056277,18,0,10:06
6308,-0.972663513,18,0,10:06
7124,-0.197210469,18,0,10:06
7275,0.58835973,18,0,10:06
7643,0.040021345,18,0,10:06
8233,0.128051837,18,0,10:06
8372,0.484921704,18,0,10:06
8721,-1.056041254,18,0,10:06
8802,-0.181169256,18,0,10:06
9112,0.463144992,18,0,10:06
9202,-0.072333579,18,0,10:06
9843,-0.012304619,18,0,10:06
10228,0.329059425,18,0,10:06
10232,0.193543074,18,0,10:06
10485,-0.256339474,18,0,10:06
11209,0.09018149,18,0,10:06
11607,0.120699034,18,0,10:06
11785,0.140018942,18,0,10:06
12156,0.06171479,18,0,10:06
12190,0.346131371,18,0,10:06
12322,-0.103967924,18,0,10:06
12346,0.167463632,18,0,10:06
12593,-1.448134075,18,0,10:06
12673,-0.430565413,18,0,10:06
12770,-0.878882185,18,0,10:06
13246,-0.174169235,18,0,10:06
13387,0.295060936,18,0,10:06
13724,0.137055979,18,0,10:06
13728,0.317594867,18,0,10:06
13819,-0.832209129,18,0,10:06
14548,-0.417803959,18,0,10:06
14620,0.184818362,18,0,10:06
15174,-0.535154789,18,0,10:06
15503,-0.197034417,18,0,10:06
15520,0.977560586,18,0,10:06
15950,-0.89030237,18,0,10:06
15965,0.758143018,18,0,10:06
15996,0.477201625,18,0,10:06
16057,-0.406001302,18,0,10:06
16119,0.143346441,18,0,10:06
16154,0.703865791,18,0,10:06
16177,0.020271318,18,0,10:06
16188,0.059041835,18,0,10:06
16472,-0.45941027,18,0,10:06
16632,0.015372795,18,0,10:06
16761,-0.311362847,18,0,10:06
16809,0.1001502,18,0,10:06
17144,0.729072754,18,0,10:06
17265,0.7383979,18,0,10:06
17414,-0.430722647,18,0,10:06
18051,-0.436625104,18,0,10:06
18089,0.166527893,18,0,10:06
18192,-0.047197356,18,0,10:06
18618,-0.343386866,18,0,10:06
18730,0.567135825,18,0,10:06
18935,0.173160173,18,0,10:06
19141,-1.485766276,18,0,10:06
19231,0.753356643,18,0,10:06
19429,0.130394642,18,0,10:06
19587,-0.176953549,18,0,10:06
19674,-1.529049314,18,0,10:06
19825,-0.615489985,18,0,10:06
19990,0.999651011,18,0,10:06
20061,-0.328741639,18,0,10:06
20163,-0.379040642,18,0,10:06
20188,-0.302485334,18,0,10:06
20226,-0.997048448,18,0,10:06
20239,-0.188348194,18,0,10:06
20343,-0.109785034,18,0,10:06
20381,-0.17159874,18,0,10:06
20978,0.334751395,18,0,10:06
21020,0.358397751,18,0,10:06
21305,-0.09902578,18,0,10:06
21370,0.962571546,18,0,10:06
21713,-0.571015461,18,0,10:06
21745,0.792855256,18,0,10:06
21888,-1.737491299,18,0,10:06
22053,-0.670595154,18,0,10:06
22088,-0.083568958,18,0,10:06
22229,0.893821089,18,0,10:06
22355,0.027796274,18,0,10:06
22372,-0.128384756,18,0,10:06
22534,-0.640564093,18,0,10:06
22642,0.275856168,18,0,10:06
23182,-0.423943733,18,0,10:06
23629,0.54241695,18,0,10:06
24051,-0.485697217,18,0,10:06
24167,0.064850843,18,0,10:06
24996,-0.843724521,18,0,10:06
25002,-0.432671095,18,0,10:06
25591,0.082398361,18,0,10:06
26065,-0.615747413,18,0,10:06
26082,0.170561711,18,0,10:06
27251,1.173395132,18,0,10:06
27458,0.896235004,18,0,10:06
27513,-0.202869151,18,0,10:06
27538,0.182913085,18,0,10:06
27610,0.004094911,18,0,10:06
27682,0.403240455,18,0,10:06
27708,0.68288519,18,0,10:06
27817,0.40650555,18,0,10:06
27818,-0.081212066,18,0,10:06
27894,0.082841089,18,0,10:06
27964,-0.904160693,18,0,10:06
28076,-0.16253443,18,0,10:06
28222,-0.107787201,18,0,10:06
28331,0.086205586,18,0,10:06
28379,-0.119156498,18,0,10:06
29055,0.788181917,18,0,10:06
29456,-0.670654368,18,0,10:06
29458,0.595955472,18,0,10:06
29627,-0.133201564,18,0,10:06
29657,0.759083695,18,0,10:06
30133,0.131035756,18,0,10:06
30358,-0.530767397,18,0,10:06
30445,-0.909972574,18,0,10:06
31383,0.256262748,18,0,10:06
31566,0.623928615,18,0,10:06
31580,-0.415438596,18,0,10:06
31833,-0.326631407,18,0,10:06
32121,0.434692581,18,0,10:06
32514,-1.010162629,18,0,10:06
32519,0.581950621,18,0,10:06
32537,-0.523726029,18,0,10:06
32596,-0.43814746,18,0,10:06
32673,-0.847449174,18,0,10:06
32960,-0.143634385,18,0,10:06
33218,-0.856608831,18,0,10:06
33383,0.439534864,18,0,10:06
33582,-0.10522427,18,0,10:06
33814,-0.459305759,18,0,10:06
33845,-0.881350327,18,0,10:06
33856,0.073257538,18,0,10:06
34247,0,18,0,10:06
34600,-0.020802885,18,0,10:06
34612,0.185903849,18,0,10:06
34894,-0.523333296,18,0,10:06
35017,-0.465423667,18,0,10:06
35711,-0.03363983,18,0,10:06
35783,-0.109060313,18,0,10:06
35900,-0.059178375,18,0,10:06
35938,0.677168677,18,0,10:06
35995,-0.543908755,18,0,10:06
36291,1.253082258,18,0,10:06
36467,-0.085232003,18,0,10:06
36482,0.209483488,18,0,10:06
36892,0.927753803,18,0,10:06
37211,-0.408970624,18,0,10:06
37427,0.154842128,18,0,10:06
37508,0.001638941,18,0,10:06
37663,0.354273788,18,0,10:06
37810,0.016726808,18,0,10:06
38030,-0.668278395,18,0,10:06
38109,0.049502846,18,0,10:06
38364,0,18,0,10:06
38393,-0.357130358,18,0,10:06
38553,0.225189485,18,0,10:06
38642,-0.322163035,18,0,10:06
38743,0.439628483,18,0,10:06
38978,-0.534262451,18,0,10:06
39083,-0.377089284,18,0,10:06
39267,0.645209447,18,0,10:06
39670,0.056031826,18,0,10:06
39679,0.194130963,18,0,10:06
39992,0.29948346,18,0,10:06
40046,0.950439715,18,0,10:06
40294,0.343831752,18,0,10:06
40742,-0.251210065,18,0,10:06
40768,0.42597724,18,0,10:06
40774,-0.569563247,18,0,10:06
40984,0.901330569,18,0,10:06
41110,-0.499707874,18,0,10:06
41229,0.928405365,18,0,10:06
41383,0.32615942,18,0,10:06
41711,-0.590771082,18,0,10:06
41883,-0.267151216,18,0,10:06
42128,0.113036925,18,0,10:06
42226,-0.079558346,18,0,10:06
42241,-0.910247374,18,0,10:06
42331,0.665220381,18,0,10:06
42340,-0.158312421,18,0,10:06
42726,-0.772663164,18,0,10:06
42861,-0.105013061,18,0,10:06
43226,-0.29197949,18,0,10:06
43548,-0.342925157,18,0,10:06
43935,0.545285277,18,0,10:06
44084,1.223662258,18,0,10:06
44089,0.775029156,18,0,10:06
44243,-0.107267364,18,0,10:06
44323,0.561594027,18,0,10:06
44598,0.22804017,18,0,10:06
44756,-1.486855169,18,0,10:06
45185,-0.035268037,18,0,10:06
45597,-0.393875405,18,0,10:06
45797,-0.147404302,18,0,10:06
46177,0.070379055,18,0,10:06
46188,0.230930234,18,0,10:06
46320,-0.74755949,18,0,10:06
46661,-0.183989598,18,0,10:06
47083,-0.016074189,18,0,10:06
47114,-0.54203617,18,0,10:06
47339,0.010323538,18,0,10:06
47543,-0.231374364,18,0,10:06
48080,-0.247802155,18,0,10:06
48121,1.1146206,18,0,10:06
48282,-0.262726391,18,0,10:06
48589,-0.494466385,18,0,10:06
48903,-0.008878266,18,0,10:06
48987,-0.425979341,18,0,10:06
49100,0.440180103,18,0,10:06
49495,0.189432726,18,0,10:06
49524,0.387914077,18,0,10:06
49741,0.813126687,18,0,10:06
49797,0.37737159,18,0,10:06
50079,-1.372738594,18,0,10:06
50132,0.407988316,18,0,10:06
50215,-0.935921438,18,0,10:06
50828,-0.977226434,18,0,10:06
50829,-0.326255441,18,0,10:06
50874,0.484992034,18,0,10:06
51036,-0.542215337,18,0,10:06
51156,0.316503871,18,0,10:06
51371,-0.031664945,18,0,10:06
51643,0.308317313,18,0,10:06
51844,-0.207263429,18,0,10:06
52184,-0.019458396,18,0,10:06
52301,-0.502543271,18,0,10:06
52451,-0.187164588,18,0,10:06
52823,0.385623377,18,0,10:06
53104,0.356507603,18,0,10:06
53240,-0.248364931,18,0,10:06
53268,-0.420256356,18,0,10:06
53318,-0.607033434,18,0,10:06
53686,-0.740366405,18,0,10:06
53739,-0.665626625,18,0,10:06
53816,-1.180304242,18,0,10:06
53927,-0.156363046,18,0,10:06
54304,-0.069479384,18,0,10:06
54517,1.17183348,18,0,10:06
54600,-0.183978985,18,0,10:06
54757,0.210089012,18,0,10:06
54818,-0.55446181,18,0,10:06
54837,0.129002884,18,0,10:06
54993,-0.506793108,18,0,10:06
55119,1.406320098,18,0,10:06
55169,0.033473688,18,0,10:06
55185,0.085814173,18,0,10:06
55329,0.114431024,18,0,10:06
55344,0.260640326,18,0,10:06
55559,-0.15552161,18,0,10:06
55912,0.457049848,18,0,10:06
56127,-0.462747475,18,0,10:06
56570,0.772634063,18,0,10:06
57162,-0.803555556,18,0,10:06
57241,0.085525704,18,0,10:06
57269,-0.068887473,18,0,10:06
57813,-0.330702695,18,0,10:06
57853,0.079365079,18,0,10:06
57862,0.572306331,18,0,10:06
58052,-0.429883594,18,0,10:06
58250,0.5872473,18,0,10:06
58277,0.016890465,18,0,10:06
87474,-0.233946434,18,0,10:06
87623,0.190247402,18,0,10:06
87649,-0.457059867,18,0,10:06
87786,0.653795674,18,0,10:06
88166,-0.591866376,18,0,10:06
88210,0.270345539,18,0,10:06
88266,-0.334313088,18,0,10:06
88288,0.002820764,18,0,10:06
88597,0.440587394,18,0,10:06
88612,0.153829847,18,0,10:06
88627,0.096081257,18,0,10:06
88628,-0.032175621,18,0,10:06
88679,-0.332212423,18,0,10:06
88734,0.016247482,18,0,10:06
88864,0.404076461,18,0,10:06
89189,0.304940737,18,0,10:06
89303,0.94452837,18,0,10:06
89310,0.685004823,18,0,10:06
90365,0.497315468,18,0,10:06
90468,0.452121561,18,0,10:06
90510,-0.707804079,18,0,10:06
90527,-0.237657989,18,0,10:06
90738,-0.643836716,18,0,10:06
90911,0.348021484,18,0,10:06
91454,-0.583743342,18,0,10:06
91727,0.163218874,18,0,10:06
92010,0.610191954,18,0,10:06
93138,0.526893477,18,0,10:06
93402,0.778371231,18,0,10:06
94379,0.10529859,18,0,10:06
94720,-0.304954667,18,0,10:06
94762,-1.023770012,18,0,10:06
95083,-0.957049871,18,0,10:06
95416,-0.354012717,18,0,10:06
95418,-0.01891826,18,0,10:06
95468,0.176475951,18,0,10:06
95531,0.792767496,18,0,10:06
95633,0.451605923,18,0,10:06
95678,0.506205186,18,0,10:06
95686,-0.6145772,18,0,10:06
95888,1.027723939,18,0,10:06
96007,0.172838008,18,0,10:06
96137,0.018004393,18,0,10:06
96368,-0.205433751,18,0,10:06
97048,-0.501029959,18,0,10:06
97314,-0.004414936,18,0,10:06
97463,-0.124969876,18,0,10:06
97604,-0.728632349,18,0,10:06
98369,0.473640857,18,0,10:06
98878,0.166249583,18,0,10:06
99053,0.135264266,18,0,10:06
99068,-0.293169159,18,0,10:06
99279,0.07741683,18,0,10:06
99412,0.501088512,18,0,10:06
99487,-1.217312733,18,0,10:06
99651,1.266314104,18,0,10:06
100045,0.515204493,18,0,10:06
100084,0.819805292,18,0,10:06
100087,-0.109868158,18,0,10:06
100204,-0.644752525,18,0,10:06
100484,0.784136317,18,0,10:06
100632,0.428424195,18,0,10:06
100985,-0.14242976,18,0,10:06
101142,-0.609124741,18,0,10:06
101603,-0.272850328,18,0,10:06
101625,0.060770171,18,0,10:06
101670,-0.153977368,18,0,10:06
101912,0.282330535,18,0,10:06
102160,0.279065294,18,0,10:06
102689,0.298585619,18,0,10:06
102725,-0.0210615,18,0,10:06
102854,1.117452276,18,0,10:06
102930,0.2148021,18,0,10:06
103280,-0.149019009,18,0,10:06
103648,0.688569569,18,0,10:06
103681,-0.434029355,18,0,10:06
103744,-0.289482791,18,0,10:06
103802,0.556289306,18,0,10:06
103970,0.595597106,18,0,10:06
104290,-0.594243439,18,0,10:06
104422,-0.611225265,18,0,10:06
104561,-0.380693406,18,0,10:06
104639,-0.322439095,18,0,10:06
104795,-0.738851833,18,0,10:06
104914,0.39213338,18,0,10:06
104952,0.10722404,18,0,10:06
104989,0.254823204,18,0,10:06
105109,-0.044452043,18,0,10:06
105390,0.056859868,18,0,10:06
105508,0.128230115,18,0,10:06
105563,-0.894990127,18,0,10:06
105569,-0.213638937,18,0,10:06
106203,0.213748616,18,0,10:06
106457,0.422634664,18,0,10:06
106500,-0.300578035,18,0,10:06
106633,0.606373987,18,0,10:06
106721,-0.236498646,18,0,10:06
369,-0.154289241,19,0,10:08
420,0.706903466,19,0,10:08
441,-0.045850527,19,0,10:08
746,0.088879007,19,0,10:08
845,1.051907662,19,0,10:08
1036,-0.605515011,19,0,10:08
1134,-0.640017176,19,0,10:08
1384,-0.975714497,19,0,10:08
1514,0.853628485,19,0,10:08
1704,0.139148805,19,0,10:08
1861,0.383003749,19,0,10:08
1895,0.214818989,19,0,10:08
1905,1.22713699,19,0,10:08
2303,-0.881567951,19,0,10:08
2356,-0.235978889,19,0,10:08
2434,0.384160485,19,0,10:08
2442,0.495470949,19,0,10:08
2551,-0.249299929,19,0,10:08
2938,0.819572347,19,0,10:08
3355,-0.08623253,19,0,10:08
3495,-0.76084487,19,0,10:08
3533,-0.843093096,19,0,10:08
3570,-0.545586089,19,0,10:08
3665,0.401765253,19,0,10:08
4029,0.03288495,19,0,10:08
4099,-0.436065959,19,0,10:08
4272,0.307125016,19,0,10:08
4406,-0.182474792,19,0,10:08
4512,-0.337671462,19,0,10:08
4840,-0.894168002,19,0,10:08
5143,0.115838302,19,0,10:08
5461,0.632403412,19,0,10:08
5478,-0.545832715,19,0,10:08
5839,1.117086517,19,0,10:08
5983,0.397960043,19,0,10:08
6062,0.023952096,19,0,10:08
6070,-0.020038072,19,0,10:08
6113,-0.006787999,19,0,10:08
6238,0.381497506,19,0,10:08
6297,-0.14069511,19,0,10:08
6473,0.507190231,19,0,10:08
6582,0.572389525,19,0,10:08
6678,-0.948589864,19,0,10:08
6719,-0.011441185,19,0,10:08
6901,0.157361795,19,0,10:08
6934,0.062979858,19,0,10:08
6950,0.565809776,19,0,10:08
7155,-0.463678507,19,0,10:08
7892,0,19,0,10:08
8752,0.020743302,19,0,10:08
8956,-0.117264098,19,0,10:08
9194,0.65088267,19,0,10:08
9495,0.427233888,19,0,10:08
9535,0.144846621,19,0,10:08
9592,-0.896216539,19,0,10:08
9708,-0.809886319,19,0,10:08
9997,0,19,0,10:08
10063,0.08076892,19,0,10:08
10389,0.50961927,19,0,10:08
10431,-0.866586102,19,0,10:08
10739,0.86724835,19,0,10:08
10768,0.284875691,19,0,10:08
11352,-0.091321434,19,0,10:08
11619,0.129136553,19,0,10:08
12079,0.692978745,19,0,10:08
12092,0.392875148,19,0,10:08
12116,0.170268521,19,0,10:08
12140,0.674957188,19,0,10:08
12252,0.522387522,19,0,10:08
12358,-0.430155582,19,0,10:08
13030,0.30691076,19,0,10:08
